month,raw_string,spend,company_name,symbol
2016-04-01,DOMINO'S 3708,854,"Domino's Pizza, Inc.",DPZ
2016-06-01,MCDONALD'S F16829,1162,McDonalds Corporation,MCD
2013-12-01,CATO - CATO PLUS 0852,805,Cato,CATO
2015-01-01,WM SUPERCENTER #1675,708,"Wal-Mart Stores, Inc.",WMT
2015-01-01,STARBUCKS #05499 ROCKLIN,891,Starbuck's,SBUX
2014-05-01,KOHLS #0477,17262,Kohl's,KSS
2014-05-01,KOHLS #0477,17262,Kohl's,KSS
2014-01-01,CARQUEST OF BONNERS FERR,867,Car Quest,AAP
2014-01-01,CVS #10214,539,CVS Pharmacy,CVS
2016-01-01,TM *BULLET FOR MY VALE,2415,Ticketmaster,LMCA
2015-09-01,WENDY S  05615,414,Wendy's,WEN
2014-11-01,DOMINO'S 7388,1188,"Domino's Pizza, Inc.",DPZ
2016-06-01,CVS/PHARMACY #04209,1954,CVS Pharmacy,CVS
2014-04-01,SAFEWAY  STORE00005470,7078,Safeway,Alberstons
2015-12-01,SAFEWAY STORE 00027789,70723,Safeway,Alberstons
2014-10-01,PAYPAL *DOLLARTREED,4656,Dollar Tree,DLTR
2015-12-01,PANERA BREAD #01126,1477,Panera Bread Company,PNRA
2015-09-01,KFC AIRPORT,45,KFC,YUM
2016-05-01,BIG LOTS #5320,1124,"Big Lots, Inc.",BIG
2016-06-01,IHOP 423,808,IHOP,DIN
2014-12-01,WALGREENS #3014,1507,Walgreens,WBA
2015-07-01,CIRCLE K 07318,772,Circle K,ATD.B-TSE
2013-12-01,SALLY BEAUTY #2478,1464,Sally Beauty Supply,SBH
2016-02-01,075823 CARMIKE 12,4890,Carmike Cinemas,AMC
2015-11-01,STARBUCKS #05831 BANNING,1106,Starbuck's,SBUX
2015-09-01,DOMINO'S 5161,375,"Domino's Pizza, Inc.",DPZ
2015-11-01,DOLLAR GENERAL #14204,2582,Dollar General Corporation,DG
2016-01-01,DOLRTREE 1475 00014753,464,Dollar Tree,DLTR
2016-04-01,CHIPOTLE 1901,1818,Chipotle,CMG
2014-07-01,THE CHILDRENS PLACE #1918,2186,"Children's Place, Inc.",PLCE
2014-07-01,KMART 3654,4200,K Mart,SHLD
2014-07-01,KMART 3654,4200,K Mart,SHLD
2015-05-01,BELLAGIO - FIX,7659,Bellagio,MGM
2016-06-01,MCDONALD'S F11125,246,McDonalds Corporation,MCD
2014-09-01,VITAMIN SHOPPE #502,2044,"Vitamin Shoppe, Inc.",VSI
2014-09-01,VITAMIN SHOPPE #502,2044,"Vitamin Shoppe, Inc.",VSI
2015-09-01,WALGREENS #9342,2102,Walgreens,WBA
2013-12-01,DOLRTREE 211  00002113,1192,Dollar Tree,DLTR
2015-11-01,TACO BELL #19696,445,Taco Bell,YUM
2016-03-01,ZUMIEZ #252,1788,Zumiez,ZUMZ
2016-01-01,AUTOZONE #3414,602,Autozone,AZO
2014-06-01,WENDYS-WOLV #0133,674,Wendy's,WEN
2014-08-01,WAL-MART #3407         BUCKEYE      AZUS,1025,"Wal-Mart Stores, Inc.",WMT
2016-05-01,MCDONALD'S F10016,202,McDonalds Corporation,MCD
2016-02-01,THE HOME DEPOT #2407,9044,Home Depot,HD
2015-07-01,TACO BELL #134,1291,Taco Bell,YUM
2014-03-01,BURGER KING #10689 Q07,655,Burger King,QSR-TSE
2014-01-01,JOURNEYS #1078,1107,Journeys,GCO
2015-10-01,STEIN-MART #0081         COLUMBUS     GA,1870,"Stein Mart, Inc.",SMRT
2015-03-01,KFC F275018   6695,2834,KFC,YUM
2014-04-01,MCDONALDS  F17248,225,McDonalds Corporation,MCD
2014-01-01,KFC D247002   23670029,198,KFC,YUM
2014-04-01,MARSHALLS #463,10913,Marshalls,TJX
2016-04-01,SONIC DRIVE IN #4498,253,Sonic Corp.,SONC
2016-05-01,JAMBA JUICE 350,161,Jamba Juice,JMBA
2015-04-01,MCDONALD'S F10485,740,McDonalds Corporation,MCD
2014-03-01,AMAZON VIDEO ON DEMAN 1200 12TH AVE,2398,Amazon VOD,AMZN
2015-10-01,SKECHERS-USA #230,904,"Skechers U.S.A., Inc. Class A",SKX
2015-05-01,GAMESTOP #5282,1193,Gamestop,GME
2015-10-01,DENNY'S #7893,877,Denny's,DENN
2016-06-01,COSTCO MEM PR V #0844 084,1154,Costco,COST
2015-11-01,MACY'S EAST #721,5406,Macy's Inc,M
2014-01-01,LOWES #01821*,3987,Lowe's,LOW
2014-01-01,DRESSBARN #388,1115,dressbarn,ASNA
2015-10-01,MICHAELS CLEANERS,2256,"Michaels Cos., Inc.",MIK
2015-12-01,ADVANCE AUTO PARTS 6697,1793,Advance Auto Parts,AAP
2014-06-01,TJMAXX #0704,23532,T.J. Maxx,TJX
2013-12-01,STAPLES       00103218,9451,Staples,SPLS
2016-04-01,RITE AID STORE - 5966,78606,Rite Aid,RAD
2016-07-01,CHIPOTLE 1514,6050,Chipotle,CMG
2014-04-01,DOLLAR GENERAL #14498,348,Dollar General Corporation,DG
2016-05-01,HOWARD JOHNSON ENCHANTED,1476,Howard Johnson,WYN
2015-07-01,BIG LOTS STORES - #523,833,"Big Lots, Inc.",BIG
2014-12-01,AUTOZONE #3342,1269,Autozone,AZO
2014-01-01,POPEYES #5701 - LA,222,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2014-01-01,POPEYES #5701 - LA,222,"Popeyes Louisiana Kitchen, Inc.",PLKI
2016-04-01,MCDONALD'S F7621,350,McDonalds Corporation,MCD
2015-11-01,HAMPTON INNS      5982,2698,Hampton by Hilton,HLT
2014-06-01,SUPER 8 MOTEL PAGE,3044,Super 8,WYN
2015-07-01,CVS/PHARMACY #06651,2920,CVS Pharmacy,CVS
2014-04-01,TACO BELL #3073,740,Taco Bell,YUM
2016-02-01,IHOP #410,809,IHOP,DIN
2014-06-01,CVSPHARMACY #8803  Q03,1865,CVS Pharmacy,CVS
2014-12-01,TRACTOR SUPPLY #797,11880,Tractor Supply Company,TSCO
2014-04-01,LA QUINTA INNS  0178,2543,La Quinta Inn & Suites,LQ
2014-07-01,WM SUPERCENTER  2159,2390,"Wal-Mart Stores, Inc.",WMT
2014-10-01,VICTORIA'S SECRET 0644,6294,Victoria's Secret,LB
2016-07-01,JOSABANK CLOTHIERS 071,2173,Jos.A.Bank,TLRD
2014-02-01,RITE AID STORE 4471,708,Rite Aid,RAD
2014-10-01,AEROPOSTALE #454,406,Aeropostale,AROPQ
2016-07-01,SUPERCUTS SANTA MONICA,2643,Supercuts,RGS
2013-12-01,DOLLAR GENERAL #5725,363,Dollar General Corporation,DG
2015-06-01,WAL-MART #1853,36118,"Wal-Mart Stores, Inc.",WMT
2015-11-01,CVS/PHARMACY #04681,3265,CVS Pharmacy,CVS
2016-07-01,BOJANGLES 21,612,Bojangles,BOJA
2016-03-01,BURGER KING #4228  Q07,412,Burger King,QSR-TSE
2015-12-01,MCDONALD'S M5080,1323,McDonalds Corporation,MCD
2013-12-01,WENDY'S # 9773,215,Wendy's,WEN
2014-04-01,MCDONALD'S F5255,1725,McDonalds Corporation,MCD
2014-04-01,CVS PHARMACY #4878 Q03,2966,CVS Pharmacy,CVS
2014-03-01,CIRCLE K 08734,1127,Circle K,ATD.B-TSE
2013-12-01,DOLRTREE 4723 00047233,1347,Dollar Tree,DLTR
2015-02-01,THE OLIVE GARD00016816,646,Olive Garden,DRI
2016-05-01,CVS/PHARMACY #06153,2824,CVS Pharmacy,CVS
2015-02-01,WENDY`S #108,288,Wendy's,WEN
2014-07-01,QUIK STOP #0029    Q80,456,Quik Stop,KR
2016-03-01,WALGREENS #4614,17479,Walgreens,WBA
2015-08-01,APPLEBEES 950537700093,5556,Applebee's Neighborhood Bar & Grill,DIN
2015-04-01,WALGREENS #9568,5606,Walgreens,WBA
2016-05-01,APPLEBEES SOUT48248322,3547,Applebee's Neighborhood Bar & Grill,DIN
2014-04-01,MARSHALLS #0521,26195,Marshalls,TJX
2016-02-01,MCDONALD'S F28717,826,McDonalds Corporation,MCD
2015-09-01,WAL-MART #1915,21368,"Wal-Mart Stores, Inc.",WMT
2015-09-01,WAL-MART #1915,21368,"Wal-Mart Stores, Inc.",WMT
2014-02-01,WENDY'S #0133,672,Wendy's,WEN
2016-03-01,GRUBHUBNO1HOUSECHINES,298,Grubhub.com,GRUB
2014-06-01,BATH & BODY WORKS #2074,323,Bath & Body Works,LB
2015-07-01,AUTOZONE #0990,2662,Autozone,AZO
2015-07-01,LOWES #00795*,86865,Lowe's,LOW
2014-07-01,TACO BELL #22285,128,Taco Bell,YUM
2015-05-01,IHOP #1947,1672,IHOP,DIN
2014-04-01,HIBBETT SPORTS #31,999,"Hibbett Sports, Inc.",HIBB
2013-12-01,VERIZON WRLS 71047-01,8034,Verizon Wireless,VZ
2015-12-01,EL POLLO LOCO #3280,858,"El Pollo Loco Holdings, Inc.",LOCO
2014-09-01,STARBUCKS #10676 GRAND JU,1873,Starbuck's,SBUX
2014-06-01,CHIPOTLE 1873,356,Chipotle,CMG
2016-04-01,TRACTOR SUPPLY #1103,2923,Tractor Supply Company,TSCO
2015-10-01,MCDONALD'S F17232,535,McDonalds Corporation,MCD
2014-01-01,POPEYE'S #2134,528,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2014-01-01,POPEYE'S #2134,528,"Popeyes Louisiana Kitchen, Inc.",PLKI
2016-01-01,PAPA JOHN'S #00018,238,"Papa John's International, Inc.",PZZA
2016-01-01,AT&T S829 5772,2788,AT&T,T
2015-08-01,DUNKIN #335704     Q35,121,Dunkin' Donuts,DNKN
2014-03-01,CVS PHARMACY #5864 Q03,3716,CVS Pharmacy,CVS
2014-10-01,0319 FOREVER 21,5742,FOREVER 21,Forever 21
2014-03-01,PAPA JOHN S  00584,593,"Papa John's International, Inc.",PZZA
2014-09-01,CVS PHARMACY #3903,9868,CVS Pharmacy,CVS
2014-12-01,TACO BELL #28874,118,Taco Bell,YUM
2015-07-01,COMFORT INN DOWNTOWN,21652,Comfort Inn,CHH
2014-12-01,KIRKLANDS #647,4002,"Kirkland's, Inc.",KIRK
2014-08-01,DUNKIN #339889     Q35,203,Dunkin' Donuts,DNKN
2016-01-01,FAMILY DOLLAR #3823,720,Family Dollar,DLTR
2016-03-01,DOLLAR GENERAL #12616,3760,Dollar General Corporation,DG
2014-09-01,DOLLAR GENERAL #10418,1806,Dollar General Corporation,DG
2016-03-01,WM SUPERCENTER #820,17916,"Wal-Mart Stores, Inc.",WMT
2014-01-01,JACK IN THE BOX 3808,491,Jack in the Box Inc.,JACK
2015-12-01,STAPLES       00116236,12131,Staples,SPLS
2016-04-01,WALGREENS #4437,13859,Walgreens,WBA
2014-04-01,BANANA REPUBLIC #8512,931,Banana Republic,GPS
2014-04-01,BANANA REPUBLIC #8512,931,Banana Republic,GPS
2015-08-01,SAVE A LOT #122,4248,Save-A-Lot,SVU
2014-09-01,WM SUPERCENTER #3459,4265,"Wal-Mart Stores, Inc.",WMT
2014-08-01,FRANCESCA'S # 34,1245,Francesca's,FRAN
2016-04-01,EXPRESS #1791,3280,Express,EXPR
2015-06-01,PUBLIX #091,16657,Publix Super Markets,PUSH
2015-02-01,JACK IN THE BOX #0225,415,Jack in the Box Inc.,JACK
2015-03-01,LOWES #01197*,5282,Lowe's,LOW
2014-11-01,MCDONALD'S F12070,1675,McDonalds Corporation,MCD
2015-02-01,TACO BELL  30672,154,Taco Bell,YUM
2015-12-01,TILLYS #178,4932,Tillys,TLYS
2014-12-01,BIG LOTS STORES - #0541,3518,"Big Lots, Inc.",BIG
2015-04-01,Q'DOBA 27,829,Qdoba Mexican Eats,JACK
2016-02-01,JUSTICE WEB 866-246-5822,65017,Justice,ASNA
2015-03-01,WALGREENS #3411,2027,Walgreens,WBA
2015-11-01,ADVANCE AUTO PARTS 6820,2860,Advance Auto Parts,AAP
2016-03-01,FRANCESCA'S #399,1488,Francesca's,FRAN
2016-03-01,DOLRTREE 1424 00014241,195,Dollar Tree,DLTR
2015-09-01,LOWES #02661*,49416,Lowe's,LOW
2016-06-01,DOLLAR GENERAL #14446,391,Dollar General Corporation,DG
2015-04-01,POTBELLY 208,2527,Potbelly Corp.,PBPB
2015-05-01,FRANCESCA'S # 75,717,Francesca's,FRAN
2015-03-01,KROGER #0413,5432,Kroger,KR
2015-03-01,KROGER #0413,5432,Kroger Fuel,KR
2016-05-01,A EAGLE OUTFTR00000760,3301,American Eagle Outfitters,AEO
2015-08-01,FAMILY DOLLAR #0100,530,Family Dollar,DLTR
2015-05-01,JACK IN THE BOX #4060,153,Jack in the Box Inc.,JACK
2014-10-01,OREILLY AUTO  00025585,5988,"O Reilly Automotive, Inc.",ORLY
2016-07-01,THE HOME DEPOT 4106,35010,Home Depot,HD
2015-09-01,CVS/PHARMACY #08295,865,CVS Pharmacy,CVS
2014-05-01,KFC LJS 660016,796,KFC,YUM
2016-02-01,MCDONALD'S F13167,1205,McDonalds Corporation,MCD
2016-07-01,PUBLIX #805,42900,Publix Super Markets,PUSH
2016-04-01,MICHAELS STORES 1680   ROSEVILLE    CAUS,624,"Michaels Cos., Inc.",MIK
2014-02-01,DOLLAR-GENERAL #2956,554,Dollar General Corporation,DG
2016-03-01,CIRCLE K 01508,1003,Circle K,ATD.B-TSE
2014-10-01,PIER 1        00010009,1426,Pier 1 Imports,PIR
2016-05-01,BON-TON-FRACKVILLE #0040,846,"Bon-Ton Stores, Inc.",BONT
2014-10-01,THE MENS WEARHOUSE #3104,6865,Men's Wearhouse,TLRD
2015-10-01,CARQUEST 4537,1204,Car Quest,AAP
2016-07-01,HAMPTON INN AND STES PIGE,7321,Hampton by Hilton,HLT
2016-02-01,THE HOME DEPOT #6942,11688,Home Depot,HD
2015-11-01,DOLRTREE 2655 00026559 PEORIA       AZUS,213,Dollar Tree,DLTR
2014-02-01,RITE AID STORE #111Q05,18548,Rite Aid,RAD
2016-06-01,STARBUCKS STORE 679,320,Starbuck's,SBUX
2016-05-01,AUTOZONE 6493,2757,Autozone,AZO
2015-05-01,CVS/PHARMACY #01627,1505,CVS Pharmacy,CVS
2014-10-01,WAL MART CHIHUAHUA,687,"Wal-Mart Stores, Inc.",WMT
2014-10-01,WAL MART CHIHUAHUA,687,Walmart Gas,WMT
2015-05-01,RED ROBIN #206,9385,Red Robin Gourmet Burgers,RRGB
2015-06-01,THE HOME DEPOT 1273,15509,Home Depot,HD
2014-04-01,BURGER KING #3482,259,Burger King,QSR-TSE
2014-06-01,KROGER #971,5118,Kroger Fuel,KR
2014-06-01,KROGER #971,5118,Kroger,KR
2014-03-01,STARBUCKS #10026 LAWR,1041,Starbuck's,SBUX
2014-01-01,ROSS STORES #1253,9030,"Ross Stores, Inc.",ROST
2013-12-01,CASEYS GEN STORE 1282,527,"Caseys General Stores, Inc",CASY
2016-01-01,PAPA JOHN'S #03337,363,"Papa John's International, Inc.",PZZA
2014-12-01,OREILLY AUTO  00025791,2626,"O Reilly Automotive, Inc.",ORLY
2015-07-01,COURTYARD BY MARRIOTT MER,6285,Courtyard,MAR
2014-10-01,PALAIS ROYAL #231,1593,Palais Royal,SSI
2014-08-01,FOOT LOCKER 06981,1480,Foot Locker,FL
2015-09-01,BEST BUY      00006783,25617,Best Buy,BBY
2014-06-01,DUNKIN #300793     Q35,179,Dunkin' Donuts,DNKN
2015-12-01,WM SUPERCENTER #3860,10256,"Wal-Mart Stores, Inc.",WMT
2014-05-01,KIRKLANDS #523,1149,"Kirkland's, Inc.",KIRK
2016-04-01,PANERA BREAD #1139,3253,Panera Bread Company,PNRA
2014-01-01,SEARS ROEBUCK   2950,608,Sears,SHLD
2014-09-01,ROSS STORES #1562,2232,"Ross Stores, Inc.",ROST
2014-02-01,MCDONALD'S F6234,660,McDonalds Corporation,MCD
2014-06-01,OREILLY AUTO  00027110,1132,"O Reilly Automotive, Inc.",ORLY
2014-12-01,PANERA BREAD #3769,943,Panera Bread Company,PNRA
2015-08-01,TRACTOR SUPPLY CO #185,2691,Tractor Supply Company,TSCO
2016-04-01,THE HOME DEPOT 276,103946,Home Depot,HD
2014-05-01,WENDY'S #6703,1087,Wendy's,WEN
2015-09-01,PIZZA HUT 026411,367,Pizza Hut,YUM
2015-07-01,TM *KENNY CHESNEY,41224,Ticketmaster,LMCA
2015-11-01,AUTOZONE #5336,2438,Autozone,AZO
2014-01-01,POTTERY BARN KIDS 0794,989,Pottery Barn Kids,WSM
2014-10-01,RITE AID STORE 1906,686,Rite Aid,RAD
2016-01-01,CHICOS # 779,1637,Chico's,CHS
2015-12-01,MCDONALD'S F21693,2786,McDonalds Corporation,MCD
2015-12-01,QDOBA #0700,1636,Qdoba Mexican Eats,JACK
2016-06-01,SHERATON ROCKVILLE #15002,5442,Sheraton,MAR
2016-06-01,SHERATON ROCKVILLE #15002,5442,Sheraton,HOT
2014-11-01,BIG LOTS #5307,3420,"Big Lots, Inc.",BIG
2015-01-01,OUTBACK AS4 MC10158459,9335,Outback Steakhouse,BLMN
2015-08-01,MCDONALD'S F7081,223,McDonalds Corporation,MCD
2015-06-01,STAPLES       00104968,5049,Staples,SPLS
2015-10-01,COSTCO WHSE #0427,1207,Costco,COST
2014-12-01,CVS/PHARMACY #01145,403,CVS Pharmacy,CVS
2014-06-01,FAMOUS FOOTWEAR #3229,5718,Famous Footwear,CAL
2015-05-01,CIRCLE K 07215,1727,Circle K,ATD.B-TSE
2014-08-01,KFC J718072   48601355,1580,KFC,YUM
2014-12-01,VANS #166,10107,Vans,VFC
2015-06-01,TACO BELL #19247,1032,Taco Bell,YUM
2014-05-01,TACO BELL #26738,193,Taco Bell,YUM
2013-12-01,BARNES & NOBLE #26,4437,Barnes & Noble Booksellers,BKS
2014-05-01,DOLRTREE 4080 00040808,1127,Dollar Tree,DLTR
2016-04-01,BURGER KING #1589,1431,Burger King,QSR-TSE
2014-04-01,DENNY'S #6593,949,Denny's,DENN
2014-05-01,CHIPOTLE 2141,607,Chipotle,CMG
2016-02-01,FIVE BELOW 155,772,FIVE BELOW INC.,FIVE
2015-05-01,BURGER KING #5562,156,Burger King,QSR-TSE
2014-06-01,CASEYS GEN STORE 2982,3118,"Caseys General Stores, Inc",CASY
2016-05-01,SHERATON PITT AIRPRT HTL,4844,Sheraton,MAR
2016-05-01,SHERATON PITT AIRPRT HTL,4844,Sheraton,HOT
2016-07-01,JCPENNEY 2833,9098,"J.C Penney Company, Inc.",JCP
2015-09-01,PUBLIX #863,32534,Publix Super Markets,PUSH
2015-10-01,CRACKER BARREL #605 FRO,658,"Cracker Barrel Old Country Store, Inc.",CBRL
2014-10-01,PLANET FITNESS INV,429,Planet Fitness,PLNT
2014-10-01,STARBUCKS #07342 NEW YORK,161,Starbuck's,SBUX
2015-01-01,STARBUCKS #06702 SAN JOSE,1039,Starbuck's,SBUX
2016-05-01,FAMOUS FOOTWEAR #2562,1978,Famous Footwear,CAL
2014-11-01,THE OLIVE GARD00017897,2024,Olive Garden,DRI
2013-11-01,RITE AID STORE 6413,1278,Rite Aid,RAD
2014-01-01,MCDONALD'S F18925,676,McDonalds Corporation,MCD
2014-04-01,DILLONS #0107,5389,Dillons,KR
2015-02-01,DOLLAR GENERAL #6728,254,Dollar General Corporation,DG
2015-08-01,MICHAEL KORS - 597,2651,Michael Kors,KORS
2014-11-01,APPLEBEES 7505,531,Applebee's Neighborhood Bar & Grill,DIN
2015-04-01,BI-LO GROCERY #5446,4307,BI-LO,SEG
2015-04-01,MCDONALD'S F303,1778,McDonalds Corporation,MCD
2014-08-01,CVS PHARMACY #1345 Q03,1810,CVS Pharmacy,CVS
2016-07-01,WEIS MARKETS 182 GAS,9442,Weis Markets,WMK
2016-05-01,BARNES & NOBLE #2862,817,Barnes & Noble Booksellers,BKS
2014-04-01,CRACKER BARREL #39 CHARLO,2996,"Cracker Barrel Old Country Store, Inc.",CBRL
2014-11-01,BASKIN #360972     Q35,222,Baskin-Robbins,DNKN
2013-12-01,BIG LOTS STORES - #4305,4525,"Big Lots, Inc.",BIG
2014-12-01,EL POLLO LOCO 3589,1089,"El Pollo Loco Holdings, Inc.",LOCO
2013-11-01,SAMSCLUB 6302 GAS,2983,Sam's Club,WMT
2014-03-01,CHILI`S N POINT PARKW,2031,Chili's Grill & Bar,EAT
2014-07-01,CHIPOTLE 1294,3733,Chipotle,CMG
2014-07-01,AUTOZONE #5373,2009,Autozone,AZO
2014-12-01,MICHAELS 8608,386,"Michaels Cos., Inc.",MIK
2014-12-01,POPEYES NATHAN10965705,2056,"Popeyes Louisiana Kitchen, Inc.",QSR-TSE
2014-12-01,POPEYES NATHAN10965705,2056,"Popeyes Louisiana Kitchen, Inc.",PLKI
2015-08-01,EL POLLO LOCO #3507,386,"El Pollo Loco Holdings, Inc.",LOCO
2015-11-01,STARBUCKS #05266 SIERRA M,921,Starbuck's,SBUX
2015-05-01,CVS/PHARMACY #05387,978,CVS Pharmacy,CVS
2014-04-01,DOLRTREE 3966 00039669,1994,Dollar Tree,DLTR
2014-04-01,AUTOZONE #1849,1280,Autozone,AZO
2015-04-01,MCDONALD'S F11888,2675,McDonalds Corporation,MCD
2014-09-01,IHOP #5451,524,IHOP,DIN
2015-06-01,CVS/PHARMACY #05697,1548,CVS Pharmacy,CVS
2014-08-01,MCDONALD'S M5669 O,98,McDonalds Corporation,MCD
2016-03-01,AT&T SD13 15551,2960,AT&T,T
2015-10-01,SAVE A LOT #203,1497,Save-A-Lot,SVU
2015-02-01,LOAF N JUG #0443,2550,Loaf 'N Jug,KR
2016-05-01,WAL-MART #2290,37635,"Wal-Mart Stores, Inc.",WMT
2016-05-01,WAL-MART #2290,37635,"Wal-Mart Stores, Inc.",WMT
2016-03-01,STARBUCKS #10835 SEDALIA,115,Starbuck's,SBUX
2016-03-01,MCDONALD'S F5504,257,McDonalds Corporation,MCD
2016-06-01,STARBUCKS #27607 DECATU,239,Starbuck's,SBUX
2015-03-01,AUTOZONE 1124,1446,Autozone,AZO
2015-03-01,AUTOZONE 1124,1446,Autozone,AZO
2016-06-01,STARBUCKS STORE 09310,502,Starbuck's,SBUX
2015-10-01,GAP US 596,2046,The GAP,GPS
2015-12-01,GAP US 1713,1561,The GAP,GPS
2015-09-01,PAPA JOHN'S #02877.COM,901,"Papa John's International, Inc.",PZZA
2014-07-01,WM SUPERCENTER #1674,10618,"Wal-Mart Stores, Inc.",WMT
2016-06-01,FAMOUSFOOTWEAR#1672,1358,Famous Footwear,CAL
2015-07-01,MCDONALD'S F27365,3241,McDonalds Corporation,MCD
2015-09-01,WENDYS0582,320,Wendy's,WEN
2014-01-01,DUNKIN #351647     Q35,522,Dunkin' Donuts,DNKN
2015-02-01,MICHAELS STORES 1582,4629,"Michaels Cos., Inc.",MIK
2013-12-01,STARBUCKS #14347 FORT WOR,940,Starbuck's,SBUX
2015-04-01,TARGET        00006148,21448,Target Corporation,TGT
2014-12-01,DEALS 3404    00034041,276,Deal$,DLTR
2016-01-01,MCDONALD'S F27188,148,McDonalds Corporation,MCD
2015-06-01,OFFICEMAX/OFFICE DEPOT655,3839,OfficeMax,ODP
2016-04-01,CHILI'S GRILL & BAR #4,1436,Chili's Grill & Bar,EAT
2014-01-01,ANN TAYLOR LOFT #1575,1872,LOFT,ASNA
2015-11-01,CASUAL MALE #9454,2817,Casual Male,DXLG
2016-05-01,GAP US 2112,765,The GAP,GPS
2014-01-01,LONGHORN STEAK00051300,6333,LongHorn Steakhouse,DRI
2015-03-01,MARSHALLS #0201,2182,Marshalls,TJX
2014-03-01,BEST BUY MHT  00,23379,Best Buy,BBY
2015-02-01,REGAL PANTRY       US,116,Regal Cinemas,RGC
2015-08-01,PAPA JOHN'S 01664,766,"Papa John's International, Inc.",PZZA
2016-06-01,PAPA JOHN'S #04716.COM,420,"Papa John's International, Inc.",PZZA
2015-04-01,CASEYS GEN STORE 1503,1292,"Caseys General Stores, Inc",CASY
2015-10-01,JACK IN THE BOX #0665,138,Jack in the Box Inc.,JACK
2015-03-01,WAL-MART #2789,34030,"Wal-Mart Stores, Inc.",WMT
2016-05-01,KOHLS #0669,18468,Kohl's,KSS
2016-06-01,DAYS INN HAYWARD,4612,Days Inn,WYN
2013-12-01,AT&T T11C 8096     US,4269,AT&T,T
2016-07-01,AUTOZONE #0849,1128,Autozone,AZO
2015-12-01,HILTON HOTELS POST OAK,10927,Hilton Hotels & Resorts,HLT
2014-12-01,DOMINO'S 6721,1048,"Domino's Pizza, Inc.",DPZ
2014-04-01,MCDONALD'S F6109,231,McDonalds Corporation,MCD
2016-04-01,WALGREENS #2658,10391,Walgreens,WBA
2016-02-01,WALGREENS #15557,1144,Walgreens,WBA
2014-06-01,GAMESTOP #171,632,Gamestop,GME
2016-04-01,APPLEBEES 909711901089,1458,Applebee's Neighborhood Bar & Grill,DIN
2015-07-01,DENNY'S #8819,418,Denny's,DENN
2015-08-01,GAMESTOP #1296,1241,Gamestop,GME
2013-12-01,TRACTOR-SUPPLY-CO #0692,12136,Tractor Supply Company,TSCO
2013-12-01,DEL TACO #953,1195,Del Taco,TACO
2015-07-01,STARBUCKS #09822 SACRAMEN,572,Starbuck's,SBUX
2015-10-01,FAMILY DOLLAR #1479,255,Family Dollar,DLTR
2015-08-01,FAMILY DOLLAR #2380,220,Family Dollar,DLTR
2015-05-01,MACYS EUROPEAN COFFEE HOU,2620,Macy's Inc,M
2015-04-01,THE HOME DEPOT 3007,14405,Home Depot,HD
2015-08-01,CIRCUS CIRCUS WEST DELI,852,Circus Circus Las Vegas,MGM
2016-07-01,DOLLAR-GENERAL #9668,403,Dollar General Corporation,DG
2014-05-01,PIZZA HUT 24473,466,Pizza Hut,YUM
2016-06-01,SONIC DRIVE IN #2323,905,Sonic Corp.,SONC
2013-12-01,KROGER #647,57009,Kroger Fuel,KR
2013-12-01,KROGER #647,57009,Kroger,KR
2014-10-01,BEST BUY      00003715,5969,Best Buy,BBY
2016-01-01,STARBUCKS #06497 ALBUQUER,589,Starbuck's,SBUX
2016-02-01,MCDONALD'S F17630,247,McDonalds Corporation,MCD
2013-12-01,HYATT HOTELS SAN ANTONIO,22002,Hyatt,H
2016-02-01,ABERCROMBIE & FITCH #0402,13384,Abercrombie & Fitch Co.,ANF
2015-06-01,RANDALLS RESTAURANT,1030,Randalls,Alberstons
2015-12-01,ARMANI EXCHANGE #173,8614,Armani Exchange,Armani
2015-03-01,FAMILY DOLLAR #0364,422,Family Dollar,DLTR
2015-11-01,DOLLAR-GENERAL #0220,236,Dollar General Corporation,DG
2015-11-01,WALGREENS #2832,3996,Walgreens,WBA
2014-10-01,SAMIS PITA BAKERY INC,2054,Sam's Club,WMT
2013-12-01,MCDONALD'S F28068,304,McDonalds Corporation,MCD
2016-06-01,FOOD LION #0422,1789,Food Lion,AD-AMS
2015-09-01,IHOP #005,3623,IHOP,DIN
2014-11-01,PAPA JOHN'S #00952,263,"Papa John's International, Inc.",PZZA
2015-02-01,WM SUPERCENTER #3176,6036,"Wal-Mart Stores, Inc.",WMT
2014-04-01,CVSPHARMACY #8838  Q03,9454,CVS Pharmacy,CVS
2014-07-01,STARBUCKS #00454 PORTLAND,629,Starbuck's,SBUX
2014-01-01,DUANE READE #14387,1768,Duane Reade,WBA
2015-08-01,DUNKIN #334921     Q35,319,Dunkin' Donuts,DNKN
2016-04-01,MURPHY5752ATWALMRT,1328,"Murphy USA, Inc.",MUSA
2015-01-01,DUNKIN #350996     Q35,887,Dunkin' Donuts,DNKN
2014-05-01,MCDONALD'S F1838,218,McDonalds Corporation,MCD
2014-03-01,BEDBATH&BEYOND/REXCRAF,2617,Bed Bath & beyond,BBBY
2015-01-01,BARNES&NOBLE #2296,9336,Barnes & Noble Booksellers,BKS
2015-07-01,CHILI'S DAYTON-LIBERTY,1090,Chili's Grill & Bar,EAT
2016-05-01,ADIDAS 6166,1666,adidas,ADS-ETR
